Date,close,high,low,open,volume
2024-11-14,2.6500000953674316,3.0999999046325684,2.25,3.0999999046325684,277100
2024-11-15,2.240000009536743,2.450000047683716,2.0199999809265137,2.450000047683716,306600
2024-11-18,2.0899999141693115,2.180000066757202,1.909999966621399,2.180000066757202,41000
2024-11-19,2.0399999618530273,2.2639999389648438,2.0399999618530273,2.0999999046325684,61100
2024-11-20,2.0399999618530273,2.1500000953674316,2.0299999713897705,2.1500000953674316,16200
2024-11-21,2.200000047683716,2.200000047683716,1.7999999523162842,2.0,36800
2024-11-22,1.9199999570846558,2.4000000953674316,1.8700000047683716,2.4000000953674316,50300
2024-11-25,2.069999933242798,2.190000057220459,1.9199999570846558,2.0999999046325684,31200
2024-11-26,2.0950000286102295,2.180000066757202,2.0,2.009999990463257,10200
2024-11-27,2.5399999618530273,2.6500000953674316,2.119999885559082,2.1500000953674316,52400
2024-11-29,2.696000099182129,2.799999952316284,2.5,2.799999952316284,11900
2024-12-02,2.4609999656677246,2.5420000553131104,2.1600000858306885,2.1600000858306885,7600
2024-12-03,2.890000104904175,3.2300000190734863,2.109999895095825,2.259999990463257,74000
2024-12-04,2.799999952316284,3.000999927520752,2.5199999809265137,2.9200000762939453,64600
2024-12-05,2.9000000953674316,3.181999921798706,2.8499999046325684,2.880000114440918,6600
2024-12-06,2.990000009536743,3.0,2.75,3.0,9700
2024-12-09,2.799999952316284,2.880000114440918,2.677000045776367,2.880000114440918,8200
2024-12-10,2.7799999713897705,3.0299999713897705,2.759999990463257,3.0299999713897705,4200
2024-12-11,2.799999952316284,3.0,2.7899999618530273,2.7899999618530273,8400
2024-12-12,2.75,2.890000104904175,2.609999895095825,2.8420000076293945,13600
2024-12-13,2.75,2.8480000495910645,2.694999933242798,2.75,4000
2024-12-16,2.950000047683716,2.9800000190734863,2.700000047683716,2.740000009536743,12000
2024-12-17,2.640000104904175,3.0,2.2750000953674316,2.940000057220459,38900
2024-12-18,2.309999942779541,2.9200000762939453,2.309999942779541,2.630000114440918,31200
2024-12-19,2.450000047683716,2.690000057220459,2.4100000858306885,2.5299999713897705,1800
2024-12-20,2.5799999237060547,2.8499999046325684,2.5190000534057617,2.5190000534057617,6200
2024-12-23,2.7699999809265137,2.799999952316284,2.7699999809265137,2.799999952316284,200
2024-12-24,2.7699999809265137,2.869999885559082,2.640000104904175,2.869999885559082,2300
2024-12-26,2.8399999141693115,2.9200000762939453,2.450000047683716,2.9200000762939453,9500
2024-12-27,2.5999999046325684,2.9200000762939453,2.240000009536743,2.890000104904175,26100
2024-12-30,2.4600000381469727,2.8399999141693115,2.2899999618530273,2.7950000762939453,21700
2024-12-31,2.430000066757202,2.6700000762939453,2.25,2.5799999237060547,17600
2025-01-02,2.509999990463257,2.9100000858306885,2.2200000286102295,2.430000066757202,17900
2025-01-03,2.509999990463257,2.7699999809265137,2.509999990463257,2.6700000762939453,31200
2025-01-06,2.880000114440918,2.9200000762939453,2.309999942779541,2.5,21700
2025-01-07,2.990000009536743,2.990000009536743,2.5399999618530273,2.9600000381469727,4400
2025-01-08,2.940000057220459,2.990000009536743,2.6700000762939453,2.700000047683716,13700
2025-01-10,2.7899999618530273,2.930000066757202,2.630000114440918,2.700000047683716,4700
2025-01-13,2.640000104904175,2.819999933242798,2.640000104904175,2.7200000286102295,5700
