Date,close,high,low,open,volume
2025-02-27,3.5999999046325684,4.28000020980835,3.490000009536743,4.099999904632568,740800
2025-02-28,3.759999990463257,4.0,3.0999999046325684,3.4149999618530273,178400
2025-03-03,3.799999952316284,3.8550000190734863,3.4200000762939453,3.430000066757202,33000
2025-03-04,3.5999999046325684,3.799999952316284,3.450000047683716,3.799999952316284,49700
2025-03-05,3.6700000762939453,3.880000114440918,3.5899999141693115,3.8299999237060547,46200
2025-03-06,3.690000057220459,3.700000047683716,3.549999952316284,3.6700000762939453,25100
2025-03-07,3.6500000953674316,3.680000066757202,3.5999999046325684,3.6010000705718994,14800
2025-03-10,3.6500000953674316,3.8499999046325684,3.6019999980926514,3.7850000858306885,27800
2025-03-11,3.5999999046325684,3.7899999618530273,3.5999999046325684,3.6500000953674316,1000
2025-03-12,3.755000114440918,3.8499999046325684,3.5999999046325684,3.5999999046325684,26700
2025-03-13,3.799999952316284,3.9000000953674316,3.75,3.7899999618530273,84600
2025-03-14,3.9000000953674316,3.990000009536743,3.7100000381469727,3.7100000381469727,62700
2025-03-17,3.8499999046325684,3.9000000953674316,3.61899995803833,3.9000000953674316,30600
2025-03-18,3.7750000953674316,3.890000104904175,3.625,3.890000104904175,9100
2025-03-19,3.990000009536743,3.990000009536743,3.700000047683716,3.8399999141693115,16800
2025-03-20,4.050000190734863,4.099999904632568,3.799999952316284,3.890000104904175,158400
2025-03-21,3.9000000953674316,4.099999904632568,3.75,4.010000228881836,29000
2025-03-24,4.0,4.0,3.890000104904175,3.990000009536743,35100
2025-03-25,3.9700000286102295,3.990000009536743,3.9000000953674316,3.990000009536743,24100
2025-03-26,3.799999952316284,3.9790000915527344,3.700000047683716,3.9100000858306885,53200
2025-03-27,3.809999942779541,3.9100000858306885,3.6480000019073486,3.6480000019073486,92900
2025-03-28,3.9600000381469727,3.9600000381469727,3.700000047683716,3.9000000953674316,21800
2025-03-31,3.890000104904175,3.990000009536743,3.880000114440918,3.940000057220459,22500
2025-04-01,3.930000066757202,3.9800000190734863,3.7799999713897705,3.880000114440918,32300
2025-04-02,3.9210000038146973,4.0,3.75,3.9700000286102295,14800
2025-04-03,3.9200000762939453,3.990000009536743,3.799999952316284,3.799999952316284,10800
2025-04-04,3.930000066757202,3.990000009536743,3.5799999237060547,3.700000047683716,18600
2025-04-07,3.7699999809265137,3.940000057220459,3.7100000381469727,3.7100000381469727,21700
2025-04-08,4.0,4.0,3.7160000801086426,3.9800000190734863,13500
2025-04-09,3.890000104904175,3.950000047683716,3.890000104904175,3.9000000953674316,1400
2025-04-10,3.75,3.9000000953674316,3.700000047683716,3.700000047683716,11000
2025-04-11,3.9000000953674316,3.9000000953674316,3.7300000190734863,3.799999952316284,9900
2025-04-14,3.990000009536743,4.099999904632568,3.690000057220459,3.940000057220459,21300
2025-04-15,3.869999885559082,3.9779999256134033,3.869999885559082,3.9779999256134033,4900
2025-04-16,4.050000190734863,4.059999942779541,3.7950000762939453,4.014999866485596,1700
2025-04-17,3.9000000953674316,3.9100000858306885,3.869999885559082,3.869999885559082,1100
2025-04-21,4.010000228881836,4.039999961853027,3.9800000190734863,4.039999961853027,1300
2025-04-22,4.090000152587891,4.289999961853027,3.9549999237060547,4.289999961853027,8300
2025-04-23,4.199999809265137,4.289999961853027,3.990000009536743,4.289999961853027,30400
2025-04-24,4.105999946594238,4.199999809265137,4.050000190734863,4.050000190734863,6000
2025-04-25,4.300000190734863,4.300000190734863,4.090000152587891,4.099999904632568,27100
2025-04-28,4.119999885559082,4.215000152587891,4.054999828338623,4.170000076293945,24800
2025-04-29,4.150000095367432,4.15500020980835,4.110000133514404,4.150000095367432,16200
2025-04-30,4.119999885559082,4.170000076293945,4.090000152587891,4.150000095367432,16100
2025-05-01,4.130000114440918,4.264999866485596,4.010000228881836,4.099999904632568,115600
2025-05-02,4.166999816894531,4.215000152587891,3.8299999237060547,4.138999938964844,99200
2025-05-05,3.8399999141693115,4.139999866485596,3.8399999141693115,3.9800000190734863,3600
2025-05-06,4.010000228881836,4.170000076293945,3.880000114440918,3.880000114440918,17000
2025-05-07,3.759999990463257,4.099999904632568,3.759999990463257,4.099999904632568,3600
2025-05-08,3.944999933242798,3.993000030517578,3.880000114440918,3.990000009536743,4200
2025-05-09,3.809999942779541,3.9700000286102295,3.799999952316284,3.9600000381469727,2600
2025-05-12,3.880000114440918,3.880000114440918,3.7300000190734863,3.7300000190734863,500
2025-05-13,4.0,4.0,3.9200000762939453,3.9200000762939453,900
2025-05-14,4.0,4.0,4.0,4.0,300
2025-05-15,4.0,4.0,4.0,4.0,0
2025-05-16,4.0,4.0,4.0,4.0,0
2025-05-19,3.5999999046325684,3.750999927520752,3.5899999141693115,3.750999927520752,11700
2025-05-20,3.2300000190734863,3.5739998817443848,3.2300000190734863,3.450000047683716,14100
2025-05-21,2.5,3.0,2.3399999141693115,3.0,85100
2025-05-22,2.240000009536743,2.559999942779541,2.240000009536743,2.4200000762939453,32700
2025-05-23,1.940000057220459,2.2850000858306885,1.940000057220459,2.109999895095825,31100
2025-05-27,1.6699999570846558,2.25,1.5,1.8799999952316284,297700
2025-05-28,1.9600000381469727,2.0,1.5509999990463257,1.690000057220459,115100
2025-05-29,3.309999942779541,4.25,2.2699999809265137,3.869999885559082,27500500
2025-05-30,2.9000000953674316,3.6600000858306885,2.6500000953674316,3.380000114440918,802400
2025-06-02,2.7100000381469727,3.619999885559082,2.2899999618530273,3.309999942779541,11372200
2025-06-03,2.4600000381469727,2.799999952316284,2.299999952316284,2.740000009536743,739400
2025-06-04,2.819999933242798,2.9100000858306885,2.6600000858306885,2.799999952316284,459500
2025-06-05,2.559999942779541,3.130000114440918,2.549999952316284,2.940000057220459,269300
2025-06-06,2.8299999237060547,2.9000000953674316,2.5199999809265137,2.9000000953674316,195800
2025-06-09,2.619999885559082,2.9000000953674316,2.0,2.9000000953674316,122500
2025-06-10,2.799999952316284,3.0490000247955322,2.75,3.0,199600
2025-06-11,2.869999885559082,2.8989999294281006,2.740000009536743,2.7899999618530273,68700
2025-06-12,2.9200000762939453,2.9700000286102295,2.753999948501587,2.799999952316284,229000
2025-06-13,2.7300000190734863,2.9200000762939453,2.690000057220459,2.759999990463257,123500
2025-06-16,2.5999999046325684,2.819999933242798,2.5,2.75,119800
2025-06-17,2.549999952316284,2.859999895095825,2.509999990463257,2.700000047683716,37100
2025-06-18,2.640000104904175,2.809999942779541,2.490000009536743,2.569999933242798,58500
2025-06-20,2.5399999618530273,2.7820000648498535,2.5299999713897705,2.569999933242798,39900
2025-06-23,2.390000104904175,2.609999895095825,2.390000104904175,2.490000009536743,135600
2025-06-24,2.4600000381469727,2.490000009536743,2.200000047683716,2.361999988555908,70000
2025-06-25,2.2699999809265137,2.390000104904175,2.2049999237060547,2.390000104904175,26700
2025-06-26,2.299999952316284,2.384999990463257,2.25,2.25,15200
2025-06-27,2.309999942779541,2.309999942779541,2.190000057220459,2.25,27300
2025-06-30,2.2300000190734863,2.615999937057495,2.200000047683716,2.309999942779541,22100
2025-07-01,2.049999952316284,4.179999828338623,1.8899999856948853,4.170000076293945,43380700
2025-07-02,1.9500000476837158,2.0,1.75,1.8600000143051147,748900
2025-07-03,1.850000023841858,2.1649999618530273,1.840000033378601,2.0,349100
2025-07-07,1.659999966621399,1.850000023841858,1.6100000143051147,1.8200000524520874,277600
2025-07-08,1.590000033378601,1.659999966621399,1.5,1.649999976158142,295200
2025-07-09,1.7200000286102295,1.815999984741211,1.659999966621399,1.7200000286102295,164700
2025-07-10,1.7200000286102295,1.753000020980835,1.649999976158142,1.690000057220459,65500
2025-07-11,1.809999942779541,2.0399999618530273,1.7580000162124634,1.8200000524520874,342400
2025-07-14,2.069999933242798,2.309999942779541,1.7200000286102295,1.75,2076400
2025-07-15,2.069999933242798,2.2200000286102295,1.9490000009536743,2.049999952316284,402100
2025-07-16,2.0899999141693115,2.1600000858306885,2.0,2.1600000858306885,164000
2025-07-17,2.130000114440918,2.2699999809265137,2.0199999809265137,2.240000009536743,228700
2025-07-18,2.200000047683716,2.2699999809265137,2.0399999618530273,2.119999885559082,195700
2025-07-21,2.1500000953674316,2.25,2.049999952316284,2.190000057220459,233000
2025-07-22,2.069999933242798,2.1600000858306885,2.059999942779541,2.140000104904175,130800
2025-07-23,1.9700000286102295,2.063999891281128,1.9500000476837158,2.0299999713897705,83000
2025-07-24,1.8600000143051147,2.049999952316284,1.850000023841858,2.0299999713897705,76100
2025-07-25,1.840000033378601,1.909999966621399,1.7999999523162842,1.909999966621399,35300
2025-07-28,1.8799999952316284,1.9900000095367432,1.8700000047683716,1.9900000095367432,36900
2025-07-29,1.7599999904632568,1.899999976158142,1.75,1.8300000429153442,119800
2025-07-30,1.7599999904632568,1.8930000066757202,1.7400000095367432,1.7899999618530273,63900
2025-07-31,1.8200000524520874,1.850000023841858,1.684999942779541,1.7799999713897705,81800
2025-08-01,1.7000000476837158,1.850000023841858,1.6799999475479126,1.840000033378601,53200
2025-08-04,1.7300000190734863,1.7799999713897705,1.690000057220459,1.690000057220459,31100
2025-08-05,1.840000033378601,1.850000023841858,1.7300000190734863,1.7699999809265137,67500
2025-08-06,1.8200000524520874,2.009000062942505,1.8200000524520874,1.899999976158142,100100
2025-08-07,1.9900000095367432,2.0,1.840000033378601,1.840000033378601,38100
2025-08-08,1.9199999570846558,2.190000057220459,1.6510000228881836,2.190000057220459,2845600
2025-08-11,2.069999933242798,2.180000066757202,1.9500000476837158,2.0,174100
2025-08-12,1.940000057220459,2.0999999046325684,1.899999976158142,1.9800000190734863,54600
2025-08-13,1.899999976158142,2.130000114440918,1.871999979019165,1.9299999475479126,88300
2025-08-14,1.9800000190734863,2.0199999809265137,1.7999999523162842,1.9500000476837158,60900
2025-08-15,1.9199999570846558,1.9700000286102295,1.899999976158142,1.9700000286102295,38800
2025-08-18,1.9199999570846558,2.0,1.871000051498413,1.9199999570846558,35100
2025-08-19,1.9299999475479126,2.049999952316284,1.8700000047683716,1.909999966621399,42000
2025-08-20,1.909999966621399,1.9600000381469727,1.7699999809265137,1.940000057220459,74200
2025-08-21,2.0,2.0,1.850000023841858,1.850000023841858,54200
2025-08-22,2.0899999141693115,2.180000066757202,1.9700000286102295,1.9700000286102295,129300
