Date,close,high,low,open,volume
2025-11-07,14.21500015258789,14.300000190734863,14.21500015258789,14.300000190734863,1600
2025-11-10,14.25,14.25,14.25,14.25,300
2025-11-11,12.079999923706055,14.25,12.079999923706055,14.25,1200
2025-11-12,14.619999885559082,14.619999885559082,14.619999885559082,14.619999885559082,900
2025-11-13,14.619999885559082,14.619999885559082,14.619999885559082,14.619999885559082,1000
2025-11-14,14.619999885559082,14.619999885559082,14.619999885559082,14.619999885559082,0
2025-11-17,14.619999885559082,14.619999885559082,14.619999885559082,14.619999885559082,0
2025-11-18,14.619999885559082,14.619999885559082,14.619999885559082,14.619999885559082,0
2025-11-19,14.619999885559082,14.619999885559082,14.619999885559082,14.619999885559082,0
2025-11-20,14.619999885559082,14.619999885559082,14.619999885559082,14.619999885559082,0
2025-11-21,14.619999885559082,14.619999885559082,14.619999885559082,14.619999885559082,0
2025-11-24,14.199999809265137,14.199999809265137,14.199999809265137,14.199999809265137,600
2025-11-25,12.65999984741211,12.65999984741211,11.729999542236328,11.729999542236328,1000
2025-11-26,12.65999984741211,12.65999984741211,12.65999984741211,12.65999984741211,0
2025-11-28,12.65999984741211,12.65999984741211,12.65999984741211,12.65999984741211,0
2025-12-01,14.039999961853027,14.039999961853027,14.039999961853027,14.039999961853027,100
2025-12-02,15.010000228881836,15.010000228881836,15.010000228881836,15.010000228881836,300
2025-12-03,15.010000228881836,15.010000228881836,15.010000228881836,15.010000228881836,0
2025-12-04,15.010000228881836,15.010000228881836,15.010000228881836,15.010000228881836,0
2025-12-05,14.300000190734863,14.300000190734863,14.300000190734863,14.300000190734863,1300
2025-12-08,14.300000190734863,14.300000190734863,14.300000190734863,14.300000190734863,0
2025-12-09,14.300000190734863,14.300000190734863,14.300000190734863,14.300000190734863,0
2025-12-10,14.300000190734863,14.300000190734863,14.300000190734863,14.300000190734863,0
2025-12-11,14.300000190734863,14.300000190734863,14.300000190734863,14.300000190734863,0
2025-12-12,14.300000190734863,14.300000190734863,14.300000190734863,14.300000190734863,0
2025-12-15,14.300000190734863,14.300000190734863,14.300000190734863,14.300000190734863,0
2025-12-16,14.34000015258789,14.5,14.34000015258789,14.5,4100
2025-12-17,14.399999618530273,14.399999618530273,14.399999618530273,14.399999618530273,2000
2025-12-18,14.399999618530273,14.399999618530273,14.399999618530273,14.399999618530273,0
2025-12-19,14.399999618530273,14.399999618530273,14.399999618530273,14.399999618530273,0
2025-12-22,13.550000190734863,13.550000190734863,13.550000190734863,13.550000190734863,800
2025-12-23,13.550000190734863,13.550000190734863,13.550000190734863,13.550000190734863,0
2025-12-24,13.800000190734863,13.800000190734863,13.800000190734863,13.800000190734863,1500
2025-12-26,14.649999618530273,14.649999618530273,14.649999618530273,14.649999618530273,300
2025-12-29,14.649999618530273,14.649999618530273,14.649999618530273,14.649999618530273,0
2025-12-30,14.649999618530273,14.649999618530273,14.649999618530273,14.649999618530273,0
2025-12-31,14.649999618530273,14.649999618530273,14.649999618530273,14.649999618530273,0
2026-01-02,14.649999618530273,14.649999618530273,14.649999618530273,14.649999618530273,0
2026-01-05,14.649999618530273,14.649999618530273,14.649999618530273,14.649999618530273,0
2026-01-06,14.649999618530273,14.649999618530273,14.649999618530273,14.649999618530273,0
2026-01-07,15.170000076293945,15.170000076293945,15.170000076293945,15.170000076293945,500
2026-01-08,15.170000076293945,15.170000076293945,15.170000076293945,15.170000076293945,0
2026-01-09,15.170000076293945,15.170000076293945,15.170000076293945,15.170000076293945,0
