Date,close,high,low,open,volume
2026-02-12,30.90999984741211,31.84000015258789,29.690000534057617,30.540000915527344,2259900
2026-02-13,32.34000015258789,32.34000015258789,30.600000381469727,30.799999237060547,1035300
2026-02-17,31.860000610351562,33.0,31.649999618530273,32.34000015258789,1144700
2026-02-18,30.780000686645508,32.119998931884766,30.489999771118164,32.119998931884766,3420000
2026-02-19,30.5,31.3700008392334,29.799999237060547,30.1299991607666,823200
2026-02-20,30.5,30.989999771118164,30.209999084472656,30.479999542236328,406600
2026-02-23,31.34000015258789,31.350000381469727,29.5,30.139999389648438,451900
2026-02-24,30.809999465942383,31.850000381469727,30.329999923706055,31.149999618530273,663500
2026-02-25,31.299999237060547,31.600000381469727,30.0,30.8799991607666,657500
2026-02-26,30.290000915527344,31.360000610351562,29.90999984741211,31.350000381469727,854400
2026-02-27,31.520000457763672,32.2400016784668,29.559999465942383,30.290000915527344,1251500
2026-03-02,31.530000686645508,32.650001525878906,30.479999542236328,31.209999084472656,649300
2026-03-03,30.09000015258789,31.020000457763672,29.68000030517578,30.829999923706055,305500
2026-03-04,29.709999084472656,30.34000015258789,29.239999771118164,30.09000015258789,461100
2026-03-05,28.469999313354492,30.079999923706055,28.200000762939453,29.75,548800
2026-03-06,27.040000915527344,29.079999923706055,26.600000381469727,28.219999313354492,794000
2026-03-09,28.219999313354492,29.670000076293945,26.420000076293945,27.040000915527344,1252300
2026-03-10,28.149999618530273,29.8799991607666,28.010000228881836,28.200000762939453,938900
2026-03-11,28.8799991607666,29.309999465942383,28.0,28.1299991607666,1280300
2026-03-12,28.540000915527344,28.979999542236328,27.690000534057617,28.979999542236328,1144400
2026-03-13,27.860000610351562,28.850000381469727,27.780000686645508,28.68000030517578,308500
2026-03-16,29.149999618530273,29.229999542236328,27.899999618530273,28.329999923706055,992900
2026-03-17,30.0,30.309999465942383,29.200000762939453,29.200000762939453,604300
2026-03-18,30.270000457763672,30.93000030517578,29.6299991607666,30.110000610351562,694600
2026-03-19,28.5,29.639999389648438,27.760000228881836,29.6299991607666,1074100
2026-03-20,27.780000686645508,30.260000228881836,27.43000030517578,29.049999237060547,2141800
2026-03-23,28.450000762939453,29.920000076293945,27.850000381469727,28.290000915527344,539200
2026-03-24,28.989999771118164,29.40999984741211,28.25,28.59000015258789,708300
2026-03-25,29.479999542236328,30.0,28.579999923706055,29.31999969482422,237800
2026-03-26,27.809999465942383,29.540000915527344,27.469999313354492,29.239999771118164,315000
2026-03-27,28.200000762939453,29.34000015258789,27.31999969482422,27.34000015258789,1154900
2026-03-30,28.510000228881836,29.6299991607666,28.280000686645508,28.280000686645508,2068400
2026-03-31,30.030000686645508,30.559999465942383,28.520000457763672,28.559999465942383,971600
2026-04-01,29.639999389648438,30.149999618530273,28.540000915527344,29.979999542236328,1117500
2026-04-02,29.719999313354492,30.020000457763672,28.670000076293945,29.18000030517578,591000
2026-04-06,28.899999618530273,30.5,28.59000015258789,29.559999465942383,440900
2026-04-07,28.31999969482422,29.450000762939453,27.559999465942383,28.84000015258789,642600
2026-04-08,,,,,464747
